,ShoeName,URL,no_colors,price_reduce,price,price_,Category
46,Five Ten Freerider Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-mountain-bike-shoes/HP9941.html,9 colors,$88,$110,-,Men's Five Ten
47,X Crazyfast.1 Artificial Grass Soccer Cleats,https://www.adidas.com/us/x-crazyfast.1-artificial-grass-soccer-cleats/IE6631.html,"2 colors, Artificial Grass",$195,$260,-,MEN Soccer
0,Supernova 2.0 Running Shoes,https://www.adidas.com/us/supernova-2.0-running-shoes/GW9089.html,5 colors,$50,$100,-,Men's Running
1,Five Ten Niad Lace Climbing Shoes,https://www.adidas.com/us/five-ten-niad-lace-climbing-shoes/FW2851.html,-,$120,$150,-,Men's Five Ten
2,OZMORPH Shoes,https://www.adidas.com/us/ozmorph-shoes/IE2026.html,2 colors,$98,$140,-,Men's Originals
3,Crazy IIInfinity Shoes,https://www.adidas.com/us/crazy-iiinfinity-shoes/IE7689.html,2 colors,$112,$160,-,MEN Originals
4,TERREX FREE HIKER 2 LOW GTX,https://www.adidas.com/us/terrex-free-hiker-2-low-gtx/IE7652.html,5 colors,$108,$180,-,Men's TERREX
5,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/IE7271.html,22 colors,$77,$110,-,Men's Originals
6,Adizero Boston 12 Running Shoes,https://www.adidas.com/us/adizero-boston-12-running-shoes/HP9705.html,2 colors,$112,$160,-,Men's Running
7,Adifom Climacool Shoes,https://www.adidas.com/us/adifom-climacool-shoes/IF3899.html,7 colors,$48,$120,-,Men's Originals
8,Forum Low Shoes,https://www.adidas.com/us/forum-low-shoes/HQ1494.html,15 colors,$66,$110,-,Men's Originals
9,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/HP5972.html,18 colors,$56,$140,-,MEN Sportswear
10,NMD S1 Shoes,https://www.adidas.com/us/nmd-s1-shoes/IE4523.html,2 colors,$75,$250,-,Men's Originals
11,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/HP5970.html,18 colors,$56,$140,-,MEN Sportswear
12,Supernova 2.0 Running Shoes,https://www.adidas.com/us/supernova-2.0-running-shoes/GW9086.html,5 colors,$60,$100,-,Men's Running
13,Louisville Ultraboost 1.0 Shoes,https://www.adidas.com/us/louisville-ultraboost-1.0-shoes/IG5892.html,17 colors,$140,$200,-,MEN Sportswear
14,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/IG7963.html,22 colors,$76,$190,-,Men's Running
15,Stan Smith PRIDE RM Shoes,https://www.adidas.com/us/stan-smith-pride-rm-shoes/ID7494.html,-,$39,$110,-,MEN Originals
16,Solarglide 6 Running Shoes,https://www.adidas.com/us/solarglide-6-running-shoes/HP7631.html,4 colors,$104,$130,-,Men's Running
17,Response CL Shoes,https://www.adidas.com/us/response-cl-shoes/ID0354.html,10 colors,$56,$140,-,Men's Originals
18,Dropset 2 Training Shoes,https://www.adidas.com/us/dropset-2-training-shoes/HQ8775.html,6 colors,$104,$130,-,MEN Training
19,TERREX Soulstride Flow Trail Running Shoes,https://www.adidas.com/us/terrex-soulstride-flow-trail-running-shoes/IF5004.html,4 colors,$49,$140,-,Men's TERREX
20,Hyperturf Shoes,https://www.adidas.com/us/hyperturf-shoes/GX2022.html,2 colors,$56,$140,-,MEN Originals
21,Web BOOST Shoes,https://www.adidas.com/us/web-boost-shoes/IF5282.html,4 colors,$56,$160,-,MEN Sportswear
22,NC State Ultraboost 1.0 Shoes,https://www.adidas.com/us/nc-state-ultraboost-1.0-shoes/IG5878.html,17 colors,$140,$200,-,MEN Sportswear
23,KU Ultraboost 1.0 Shoes,https://www.adidas.com/us/ku-ultraboost-1.0-shoes/IG5890.html,17 colors,$140,$200,-,MEN Sportswear
24,Stan Smith CS Mid Shoes,https://www.adidas.com/us/stan-smith-cs-mid-shoes/IE9916.html,2 colors,$77,$110,-,Men's Originals
25,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/HP5974.html,18 colors,$56,$140,-,MEN Sportswear
26,OZMORPH Shoes,https://www.adidas.com/us/ozmorph-shoes/IE2027.html,2 colors,$98,$140,-,Men's Originals
27,Five Ten Freerider Canvas Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-canvas-mountain-bike-shoes/GZ4659.html,3 colors,$44,$110,-,Men's Five Ten
28,4DFWD 2 Running Shoes,https://www.adidas.com/us/4dfwd-2-running-shoes/IF9933.html,10 colors,$90,$200,-,Men's Running
29,Indiana Ultraboost 1.0 Shoes,https://www.adidas.com/us/indiana-ultraboost-1.0-shoes/IG5880.html,17 colors,$140,$200,-,MEN Sportswear
30,Georgia Tech Ultraboost 1.0 Shoes,https://www.adidas.com/us/georgia-tech-ultraboost-1.0-shoes/IG5887.html,17 colors,$140,$200,-,MEN Sportswear
31,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/HQ1402.html,22 colors,$77,$220,-,Men's Running
32,Adizero SL Running Shoes,https://www.adidas.com/us/adizero-sl-running-shoes/HQ1346.html,2 colors,$48,$120,-,Men's Running
33,NMD_R1 V2 Shoes,https://www.adidas.com/us/nmd_r1-v2-shoes/GZ1998.html,2 colors,$105,$150,-,Men's Originals
34,Five Ten Freerider DLX Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-dlx-mountain-bike-shoes/FW2832.html,-,$104,$130,-,Men's Five Ten
35,Adizero Primeknit Cleats,https://www.adidas.com/us/adizero-primeknit-cleats/GX5420.html,3 colors,$162,$180,-,Men's Football
36,Mississippi State Ultraboost 1.0 Shoes,https://www.adidas.com/us/mississippi-state-ultraboost-1.0-shoes/IG5888.html,17 colors,$120,$200,-,MEN Sportswear
37,Y-3 Gazelle,https://www.adidas.com/us/y-3-gazelle/IG0804.html,2 colors,$198,$330,-,MEN Y-3
38,TERREX SOULSTRIDE R.RDY,https://www.adidas.com/us/terrex-soulstride-r.rdy/IE7636.html,2 colors,$60,$100,-,Men's TERREX
39,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/ID9559.html,18 colors,$63,$140,-,MEN Sportswear
40,NMD_R1 V2 Shoes,https://www.adidas.com/us/nmd_r1-v2-shoes/HP9743.html,2 colors,$105,$150,-,Men's Originals
41,Ultraboost 1.0 Texas A&M,https://www.adidas.com/us/ultraboost-1.0-texas-a-m/HQ5878.html,2 colors,$140,$200,-,MEN Sportswear
42,Ultraboost 1.0 Washington,https://www.adidas.com/us/ultraboost-1.0-washington/HQ5867.html,2 colors,$140,$200,-,MEN Sportswear
43,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/IF8067.html,12 colors,$77,$110,-,MEN Originals
44,Busenitz Shoes,https://www.adidas.com/us/busenitz-shoes/IG5253.html,7 colors,$60,$85,-,Men's Originals
45,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/HP5971.html,18 colors,$56,$140,-,MEN Sportswear
46,Streetball III Shoes,https://www.adidas.com/us/streetball-iii-shoes/FZ5815.html,2 colors,$56,$140,-,Men's Originals
47,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/GX2088.html,34 colors,$64,$160,-,Men's Originals
0,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/HP5971.html,18 colors,$56,$140,-,MEN Sportswear
1,Streetball III Shoes,https://www.adidas.com/us/streetball-iii-shoes/FZ5815.html,2 colors,$56,$140,-,Men's Originals
2,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/GX2088.html,34 colors,$64,$160,-,Men's Originals
3,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/IF7903.html,28 colors,$66,$110,-,Men's Originals
4,adidas by Stella McCartney Sportswear Shoe,https://www.adidas.com/us/adidas-by-stella-mccartney-sportswear-shoe/HP3213.html,3 colors,$196,$280,-,MEN adidas by Stella McCartney
5,Ultraboost Light Shoes,https://www.adidas.com/us/ultraboost-light-shoes/HQ6340.html,22 colors,$76,$190,-,Men's Running
6,Adizero Adios 7 Running Shoes,https://www.adidas.com/us/adizero-adios-7-running-shoes/GV9059.html,3 colors,$59,$130,-,Men's Running
7,4DFWD 2 Running Shoes,https://www.adidas.com/us/4dfwd-2-running-shoes/HP7654.html,5 colors,$90,$200,-,Men's Running
8,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/GX1551.html,45 colors,$105,$150,-,Men's Originals
9,Ultra adidas 4D Shoes,https://www.adidas.com/us/ultra-adidas-4d-shoes/HP9737.html,7 colors,$154,$220,-,MEN Sportswear
10,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/ID7801.html,12 colors,$105,$150,-,MEN Originals
11,Stan Smith Recon Shoes,https://www.adidas.com/us/stan-smith-recon-shoes/GY2549.html,-,$56,$160,-,Men's Originals
12,Supernova 2.0 Running Shoes,https://www.adidas.com/us/supernova-2.0-running-shoes/GY1772.html,5 colors,$50,$100,-,Men's Running
13,Superstar 82 Shoes,https://www.adidas.com/us/superstar-82-shoes/GY2568.html,-,$46,$130,-,Men's Originals
14,Adizero Takumi Sen 9 Running Shoes,https://www.adidas.com/us/adizero-takumi-sen-9-running-shoes/ID6939.html,-,$126,$180,-,Men's Running
15,Icon 7 Boost Baseball Cleats,https://www.adidas.com/us/icon-7-boost-baseball-cleats/S23852.html,6 colors,$48,$120,-,Men's Baseball
16,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/FZ5964.html,34 colors,$112,$160,-,Men's Originals
17,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/GY6056.html,45 colors,$90,$150,-,Men's Originals
18,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/IF8069.html,12 colors,$55,$110,-,MEN Originals
19,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/IF8068.html,12 colors,$77,$110,-,MEN Originals
20,Ownthegame Basketball Shoes,https://www.adidas.com/us/ownthegame-basketball-shoes/IF2683.html,5 colors,$46,$70,-,Men's Basketball
21,Adifom Climacool Shoes,https://www.adidas.com/us/adifom-climacool-shoes/IF3901.html,7 colors,$48,$120,-,Men's Originals
22,X Crazyfast + Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast--plus-firm-ground-soccer-cleats/HQ4512.html,"2 colors, Firm Ground",$225,$300,-,MEN Soccer
23,Icon 7 Boost Baseball Cleats,https://www.adidas.com/us/icon-7-boost-baseball-cleats/S23847.html,6 colors,$48,$120,-,Men's Baseball
24,Impact FLX II Turf Training Shoes,https://www.adidas.com/us/impact-flx-ii-turf-training-shoes/IE9380.html,2 colors,$55,$110,-,Men's Football
25,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/IE9872.html,12 colors,$77,$110,-,MEN Originals
26,Adizero Ubersonic 4 Tennis Shoes,https://www.adidas.com/us/adizero-ubersonic-4-tennis-shoes/GY3319.html,2 colors,$78,$130,-,Men's Tennis
27,Forum Mid Shoes,https://www.adidas.com/us/forum-mid-shoes/HQ1508.html,7 colors,$72,$120,-,Men's Originals
28,4DFWD 2 Running Shoes,https://www.adidas.com/us/4dfwd-2-running-shoes/HP7664.html,5 colors,$80,$200,-,Men's Running
29,Supernova 3 Running Shoes,https://www.adidas.com/us/supernova-3-running-shoes/IE4367.html,3 colors,$50,$100,-,Men's Running
30,Codechaos 22 Spikeless Shoes,https://www.adidas.com/us/codechaos-22-spikeless-shoes/IF1041.html,6 colors,$77,$140,-,Men's Golf
31,Stan Smith Recon Shoes,https://www.adidas.com/us/stan-smith-recon-shoes/H06183.html,7 colors,$58,$165,-,Men's Originals
32,Ultraboost 1.0 Shoes,https://www.adidas.com/us/ultraboost-1.0-shoes/HR0063.html,3 colors,$143,$190,-,Men's Sportswear
33,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/IE5195.html,12 colors,$105,$150,-,MEN Originals
34,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/ID9424.html,18 colors,$63,$140,-,MEN Sportswear
35,Y-3 Rivalry,https://www.adidas.com/us/y-3-rivalry/ID5499.html,4 colors,$240,$400,-,MEN Y-3
36,Impact FLX II Turf Training Shoes,https://www.adidas.com/us/impact-flx-ii-turf-training-shoes/IE9379.html,2 colors,$50,$110,-,Men's Football
37,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/H06190.html,2 colors,$63,$125,-,Men's Originals
38,adidas Five Ten Sleuth DLX Canvas Mountain Bike Shoes,https://www.adidas.com/us/adidas-five-ten-sleuth-dlx-canvas-mountain-bike-shoes/HQ2115.html,3 colors,$104,$130,-,Men's Five Ten
39,OZWEEGO Shoes,https://www.adidas.com/us/ozweego-shoes/IF7915.html,6 colors,$52,$130,-,Men's Originals
40,TERREX Swift R3 GORE-TEX Hiking Shoes,https://www.adidas.com/us/terrex-swift-r3-gore-tex-hiking-shoes/HR1312.html,5 colors,$88,$160,-,Men's TERREX
41,X Crazyfast.3 Laceless Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast.3-laceless-firm-ground-soccer-cleats/GY7425.html,"4 colors, Firm Ground",$75,$100,-,MEN Soccer
42,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/ID9422.html,18 colors,$56,$140,-,MEN Sportswear
43,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/HP7820.html,45 colors,$105,$150,-,Men's Originals
44,Copa Pure II+ Firm Ground Soccer Cleats,https://www.adidas.com/us/copa-pure-ii-plus-firm-ground-soccer-cleats/IE4893.html,Firm Ground,$188,$250,-,MEN Soccer
45,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/HP7826.html,45 colors,$90,$150,-,Men's Originals
46,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/IG3064.html,2 colors,$99,$110,-,Men's Originals
47,Forum Low Shoes,https://www.adidas.com/us/forum-low-shoes/FZ6253.html,14 colors,$55,$110,-,Men's Originals
0,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/HP7826.html,45 colors,$90,$150,-,Men's Originals
1,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/IG3064.html,2 colors,$99,$110,-,Men's Originals
2,Forum Low Shoes,https://www.adidas.com/us/forum-low-shoes/FZ6253.html,14 colors,$55,$110,-,Men's Originals
3,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/IG3082.html,28 colors,$66,$110,-,Men's Originals
4,Ultra 4D Running Shoes,https://www.adidas.com/us/ultra-4d-running-shoes/GZ1336.html,3 colors,$132,$220,-,MEN Running
5,TERREX Skychaser 2.0 Hiking Shoes,https://www.adidas.com/us/terrex-skychaser-2.0-hiking-shoes/HR1293.html,-,$70,$140,-,Men's TERREX
6,Superstar Supermodified Shoes,https://www.adidas.com/us/superstar-supermodified-shoes/FZ6368.html,2 colors,$82,$125,-,Men's Originals
7,NMD S1 Shoes,https://www.adidas.com/us/nmd-s1-shoes/HP5522.html,2 colors,$90,$180,-,Men's Originals
8,Spiritain 2000 Shoes,https://www.adidas.com/us/spiritain-2000-shoes/ID5409.html,3 colors,$70,$100,-,MEN Sportswear
9,NMD_S1 Shoes,https://www.adidas.com/us/nmd_s1-shoes/HQ4437.html,14 colors,$60,$200,-,Men's Originals
10,NMD_R1 V2 Shoes,https://www.adidas.com/us/nmd_r1-v2-shoes/GW4708.html,13 colors,$105,$150,-,Men's Originals
11,Forum 84 Low ADV Shoes,https://www.adidas.com/us/forum-84-low-adv-shoes/GW6933.html,10 colors,$72,$110,-,Men's Originals
12,Adizero Adios 8 Running Shoes,https://www.adidas.com/us/adizero-adios-8-running-shoes/H03615.html,-,$52,$130,-,Men's Running
13,Miami Rivalry Low Shoes,https://www.adidas.com/us/miami-rivalry-low-shoes/IE7703.html,2 colors,$55,$110,-,MEN Originals
14,TERREX FREE HIKER 2 MWN,https://www.adidas.com/us/terrex-free-hiker-2-mwn/HQ8915.html,2 colors,$77,$220,-,MEN TERREX
15,TERREX Agravic Ultra Trail Running Shoes,https://www.adidas.com/us/terrex-agravic-ultra-trail-running-shoes/HR1081.html,2 colors,$64,$160,-,Men's TERREX
16,Pureboost 22 Running Shoes,https://www.adidas.com/us/pureboost-22-running-shoes/GZ5173.html,8 colors,$56,$140,-,Men's Running
17,Hyperturf Adventure Shoes,https://www.adidas.com/us/hyperturf-adventure-shoes/HQ4313.html,13 colors,$56,$140,-,MEN Originals
18,Predator Accuracy.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-firm-ground-soccer-cleats/GZ0038.html,"6 colors, Firm Ground",$208,$260,-,MEN Soccer
19,TERREX Soulstride Flow Trail Running Shoes,https://www.adidas.com/us/terrex-soulstride-flow-trail-running-shoes/IF5005.html,4 colors,$49,$140,-,Men's TERREX
20,Five Ten Freerider Pro Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-pro-mountain-bike-shoes/GW5442.html,8 colors,$128,$160,-,Men's Five Ten
21,Adizero Ubersonic 4.1 Tennis Shoes,https://www.adidas.com/us/adizero-ubersonic-4.1-tennis-shoes/ID1562.html,8 colors,$98,$140,-,Men's Tennis
22,OZWEEGO Shoes,https://www.adidas.com/us/ozweego-shoes/ID9826.html,6 colors,$78,$130,-,Men's Originals
23,Box Hog 3 Shoes,https://www.adidas.com/us/box-hog-3-shoes/FZ5306.html,-,$60,$100,-,MEN Boxing
24,Nizza Shoes,https://www.adidas.com/us/nizza-shoes/GX6310.html,2 colors,$42,$120,-,Men's Originals
25,Spiritain 2000 Shoes,https://www.adidas.com/us/spiritain-2000-shoes/GZ9582.html,3 colors,$70,$100,-,MEN Sportswear
26,Spiritain 2000 Shoes,https://www.adidas.com/us/spiritain-2000-shoes/IE1890.html,3 colors,$70,$100,-,MEN Sportswear
27,Five Ten Freerider Pro Mountain Bike Shoes,https://www.adidas.com/us/five-ten-freerider-pro-mountain-bike-shoes/HQ1086.html,8 colors,$96,$160,-,Men's Five Ten
28,Tyshawn Remastered Shoes,https://www.adidas.com/us/tyshawn-remastered-shoes/IG5280.html,8 colors,$60,$85,-,Men's Originals
29,Grambling State Ultraboost 1.0 Shoes,https://www.adidas.com/us/grambling-state-ultraboost-1.0-shoes/IG5891.html,17 colors,$140,$200,-,MEN Sportswear
30,NMD_G1 Shoes,https://www.adidas.com/us/nmd_g1-shoes/IE4556.html,7 colors,$105,$150,-,Men's Originals
31,Adizero SL Running Shoes,https://www.adidas.com/us/adizero-sl-running-shoes/HQ1348.html,12 colors,$96,$120,-,Men's Running
32,Five Ten Trailcross GORE-TEX® Mountain Bike Shoes,https://www.adidas.com/us/five-ten-trailcross-gore-tex-mountain-bike-shoes/S29146.html,3 colors,$176,$220,-,MEN Five Ten
33,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/GY2565.html,28 colors,$74,$105,-,Men's Originals
34,Codechaos 22 BOOST Golf Shoes,https://www.adidas.com/us/codechaos-22-boost-golf-shoes/GY9820.html,2 colors,$112,$160,-,Men's Golf
35,X_PLRBOOST Shoes,https://www.adidas.com/us/x_plrboost-shoes/ID9438.html,17 colors,$72,$160,-,Men's Sportswear
36,Superstar XLG Shoes,https://www.adidas.com/us/superstar-xlg-shoes/ID4658.html,12 colors,$77,$110,-,MEN Originals
37,Barricade Tennis Shoes,https://www.adidas.com/us/barricade-tennis-shoes/HQ8917.html,10 colors,$75,$150,-,Men's Tennis
38,Y-3 Shiku Run,https://www.adidas.com/us/y-3-shiku-run/HQ6667.html,-,$210,$350,-,MEN Y-3
39,Barricade Tennis Shoes,https://www.adidas.com/us/barricade-tennis-shoes/GW2964.html,10 colors,$105,$150,-,Men's Tennis
40,Stan Smith Crepe Shoes,https://www.adidas.com/us/stan-smith-crepe-shoes/IH0027.html,6 colors,$102,$145,-,Men's Originals
41,Superstar Supermodified Shoes,https://www.adidas.com/us/superstar-supermodified-shoes/FZ6367.html,2 colors,$63,$125,-,Men's Originals
42,TERREX AX4 Hiking Shoes,https://www.adidas.com/us/terrex-ax4-hiking-shoes/IF4867.html,5 colors,$60,$100,-,Men's TERREX
43,X Crazyfast.1 Laceless Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast.1-laceless-firm-ground-soccer-cleats/GY7381.html,"4 colors, Firm Ground",$203,$270,-,MEN Soccer
44,Grambling State Rivalry Low Shoes,https://www.adidas.com/us/grambling-state-rivalry-low-shoes/IE7704.html,2 colors,$55,$110,-,MEN Originals
45,Icon 7 Cleats,https://www.adidas.com/us/icon-7-cleats/FZ1557.html,6 colors,$36,$90,-,Men's Baseball
46,Tour360 22 Golf Shoes,https://www.adidas.com/us/tour360-22-golf-shoes/GY4544.html,7 colors,$108,$180,-,Men's Golf
47,X Crazyfast.1 Firm Ground Soccer Cleats,https://www.adidas.com/us/x-crazyfast.1-firm-ground-soccer-cleats/GY7416.html,"4 colors, Firm Ground",$195,$260,-,MEN Soccer
0,Roverend Adventure Shoes,https://www.adidas.com/us/roverend-adventure-shoes/GY1681.html,2 colors,$80,$200,-,Men's Originals
1,Adizero SL Running Shoes,https://www.adidas.com/us/adizero-sl-running-shoes/HQ1352.html,12 colors,$108,$120,-,Men's Running
2,NMD_G1 Shoes,https://www.adidas.com/us/nmd_g1-shoes/IE4557.html,2 colors,$105,$150,-,Men's Originals
3,Adifom Climacool Shoes,https://www.adidas.com/us/adifom-climacool-shoes/IF3909.html,7 colors,$48,$120,-,Men's Originals
4,Orketro Shoes,https://www.adidas.com/us/orketro-shoes/GX3133.html,2 colors,$56,$140,-,Men's Originals
5,Adistar 2.0 Running Shoes,https://www.adidas.com/us/adistar-2.0-running-shoes/HP6736.html,9 colors,$59,$130,-,Men's Running
6,Duramo 10 Running Shoes,https://www.adidas.com/us/duramo-10-running-shoes/HQ4130.html,3 colors,$46,$70,-,Men's Running
7,Adizero Finesse Running Shoes,https://www.adidas.com/us/adizero-finesse-running-shoes/GV9091.html,2 colors,$91,$130,-,MEN Track & Field
8,Adistar Cushion Shoes,https://www.adidas.com/us/adistar-cushion-shoes/ID5743.html,2 colors,$105,$150,-,Men's Originals
9,Stan Smith Golf,https://www.adidas.com/us/stan-smith-golf/Q46252.html,2 colors,$72,$120,-,MEN Golf
10,Harden Vol. 7 Basketball Shoes,https://www.adidas.com/us/harden-vol.-7-basketball-shoes/IE9248.html,9 colors,$112,$160,-,Men's Basketball
11,Hyperturf Shoes,https://www.adidas.com/us/hyperturf-shoes/GX4487.html,13 colors,$56,$140,-,MEN Originals
12,Ultrabounce Wide Running Shoes,https://www.adidas.com/us/ultrabounce-wide-running-shoes/HP6684.html,2 colors,$56,$80,-,Men's Running
13,Adizero Select Basketball Shoes,https://www.adidas.com/us/adizero-select-basketball-shoes/IE9320.html,2 colors,$55,$110,-,MEN Basketball
14,Avryn Shoes,https://www.adidas.com/us/avryn-shoes/ID9423.html,18 colors,$56,$140,-,MEN Sportswear
15,Court Team Bounce Indoor Shoes,https://www.adidas.com/us/court-team-bounce-indoor-shoes/FZ2615.html,-,$57,$95,-,Men's Training
16,adidas Five Ten Clip-in Mountain Bike Shoes,https://www.adidas.com/us/adidas-five-ten-clip-in-mountain-bike-shoes/HP9926.html,5 colors,$132,$165,-,Men's Five Ten
17,Adizero Select Basketball Shoes,https://www.adidas.com/us/adizero-select-basketball-shoes/IE9285.html,3 colors,$55,$110,-,MEN Basketball
18,Ultrabounce Wide Running Shoes,https://www.adidas.com/us/ultrabounce-wide-running-shoes/HP6683.html,2 colors,$56,$80,-,Men's Running
19,ZG23 Vent Golf Shoes,https://www.adidas.com/us/zg23-vent-golf-shoes/GW2123.html,2 colors,$70,$200,-,Men's Golf
