,ShoeName,Category,no_colors,price_reduce,price,Brand,product_code,URL
168,Nike Air Huarache Craft By You,Women,6,160.0,160.0,Nike,FB2391-900,https://www.nike.com/u/nike-air-huarache-craft-by-you-10001528/9756639660
169,NikeCourt Air Zoom Pro,Women,5,85.97,100.0,Nike,DV3285-300,https://www.nike.com/t/nikecourt-air-zoom-pro-womens-hard-court-tennis-shoes-h9NGq9/DV3285-300
170,Nike Tanjun,Women,3,59.97,70.0,Nike,DJ6257-004,https://www.nike.com/t/tanjun-womens-shoes-lj1St1/DJ6257-004
171,Run Star Hike Platform,Women,2,105.0,105.0,Nike,168817C-102,https://www.nike.com/t/run-star-hike-platform-unisex-shoes-Pt8mNb/168817C-102
172,Nike Victori One,Women,11,29.97,35.0,Nike,CN9677-002,https://www.nike.com/t/victori-one-womens-slides-dLThzx/CN9677-002
173,Sabrina 1 By You,Women,6,160.0,160.0,Nike,FJ4036-900,https://www.nike.com/u/custom-sabrina-1-by-you-10001594/2086042712
174,Nike ACG Moc,Women,2,90.0,90.0,Nike,DZ3407-800,https://www.nike.com/t/acg-moc-mens-shoes-Jgw0hR/DZ3407-800
175,KD Trey 5 X,Women,5,59.97,95.0,Nike,DD9538-012,https://www.nike.com/t/kd-trey-5-x-basketball-shoes-cNfPMN/DD9538-012
176,Nike Air More Uptempo x Serena Williams Design Crew,Women,1,99.97,180.0,Nike,DX4219-400,https://www.nike.com/t/air-more-uptempo-x-serena-williams-design-crew-shoes-tJvj1B/DX4219-400
177,Nike Pegasus Trail 4 GORE-TEX By You,Women,8,190.0,190.0,Nike,FJ8896-900,https://www.nike.com/u/custom-pegasus-trail-gtx-by-you-10001703/5278285078
178,Nike SB Zoom Blazer Low Pro GT,Women,3,85.0,85.0,Nike,DC7695-102,https://www.nike.com/t/sb-zoom-blazer-low-pro-gt-skate-shoes-wWkbwv/DC7695-102
179,Nike Pegasus Turbo Next Nature SE,Women,12,90.97,150.0,Nike,FJ2975-001,https://www.nike.com/t/pegasus-turbo-next-nature-se-womens-road-running-shoes-v0hK3R/FJ2975-001
180,Cosmic Unity 3,Women,10,170.0,170.0,Nike,DV2757-003,https://www.nike.com/t/cosmic-unity-3-basketball-shoes-0zGs9z/DV2757-003
181,Nike Waffle One,Women,6,85.97,100.0,Nike,DC2533-600,https://www.nike.com/t/waffle-one-womens-shoes-qk5cz3/DC2533-600
182,Nike Hyperdiamond 4 Keystone,Women,5,34.97,40.0,Nike,CZ5918-012,https://www.nike.com/t/hyperdiamond-4-keystone-womens-softball-cleats-6gFh7z/CZ5918-012
183,Nike Air Max 97 Next Nature,Women,8,190.0,190.0,Nike,FN7104-010,https://www.nike.com/t/air-max-97-next-nature-womens-shoes-Fr6rM4/FN7104-010
184,Nike React Infinity 3,Women,6,104.97,160.0,Nike,DD3024-101,https://www.nike.com/t/react-infinity-3-womens-road-running-shoes-XpNmlR/DD3024-101
185,Nike Cortez 23 Premium,Women,2,110.0,110.0,Nike,FB6877-100,https://www.nike.com/t/cortez-23-premium-womens-shoes-0FZSGV/FB6877-100
186,Cosmic Unity 3 (Team),Women,5,144.97,170.0,Nike,DZ2906-600,https://www.nike.com/t/cosmic-unity-3-team-basketball-shoes-fkw45p/DZ2906-600
187,Nike Pegasus FlyEase,Women,4,91.97,130.0,Nike,DJ7383-800,https://www.nike.com/t/pegasus-flyease-womens-easy-on-off-road-running-shoes-7f02dx/DJ7383-800
188,"Air Jordan 2 Low ""Black Satin""",Women,1,150.0,150.0,Nike,FD4849-106,https://www.nike.com/t/air-jordan-2-low-black-satin-womens-shoes-wjKkX7/FD4849-106
189,Nike Alpha Huarache Elite 4 Low,Women,10,95.0,95.0,Nike,DJ6521-002,https://www.nike.com/t/alpha-huarache-elite-4-low-mens-baseball-cleats-KhWfZJ/DJ6521-002
190,Nike Rival Waffle 6,Women,3,52.97,70.0,Nike,DX7998-700,https://www.nike.com/t/rival-waffle-6-road-and-cross-country-racing-shoes-txWgQr/DX7998-700
191,Nike Zoom Fly 5,Women,4,127.97,170.0,Nike,DM8974-004,https://www.nike.com/t/zoom-fly-5-womens-road-running-shoes-ShXjdb/DM8974-004
192,Nike Dunk High Premium,Women,3,95.97,140.0,Nike,DX2044-201,https://www.nike.com/t/dunk-high-premium-womens-shoes-ZhkMvb/DX2044-201
193,Nike SB Chron 2 Canvas,Women,6,65.0,65.0,Nike,DM3494-105,https://www.nike.com/t/sb-chron-2-canvas-skate-shoes-VmcNLG/DM3494-105
194,Nike Court Royale 2 Mid,Women,3,63.97,75.0,Nike,CT1725-106,https://www.nike.com/t/court-royale-2-mid-womens-shoes-8hGgzj/CT1725-106
195,Nike Rival XC 6,Women,3,70.0,70.0,Nike,DX7999-100,https://www.nike.com/t/rival-xc-6-cross-country-spikes-zcnHpR/DX7999-100
196,Nike Air Max 97 By You,Women,6,195.0,195.0,Nike,FJ8894-900,https://www.nike.com/u/custom-nike-air-max-97-shoes-by-you-10001610/9491576550
197,Nike Air Force 1 Lover XX,Women,3,97.97,130.0,Nike,AO1523-500,https://www.nike.com/t/air-force-1-lover-xx-womens-shoes-j4B5P5/AO1523-500
198,Nike SB Force 58,Women,7,68.97,80.0,Nike,DV5477-401,https://www.nike.com/t/sb-force-58-skate-shoes-Txk6xG/DV5477-401
199,Nike Air Max 97 By You Greatest Gift,Women,1,195.0,195.0,Nike,FZ0814-900,https://www.nike.com/u/custom-nike-air-max-97-shoes-by-you-10001676/7623482831
200,Air Jordan 1 High Method of Make,Women,2,155.0,155.0,Nike,FB9891-100,https://www.nike.com/t/air-jordan-1-high-method-of-make-womens-shoes-hCCcBh/FB9891-100
201,Nike Dunk High By You,Women,5,155.0,155.0,Nike,DV2272-900,https://www.nike.com/u/custom-nike-dunk-high-by-you-shoes-10001379/9626270046
202,Nike Air Force 1 Mid By You,Women,6,145.0,145.0,Nike,DV3903-900,https://www.nike.com/u/custom-nike-air-force-1-mid-by-you-shoes-10001367/7186321658
203,Nike Metcon 9 By You,Women,6,180.0,180.0,Nike,FJ8895-900,https://www.nike.com/u/custom-nike-metcon-9-by-you-10001601/2497842746
204,Nike Air Presto By You,Women,6,150.0,150.0,Nike,846440-998,https://www.nike.com/u/air-presto-id-shoe-10001144/3138229022
205,Nike Dunk High,Women,1,81.97,135.0,Nike,DX2314-200,https://www.nike.com/t/dunk-high-womens-shoes-M22rgg/DX2314-200
206,LeBron Witness 8 x FaZe Clan,Women,5,93.97,110.0,Nike,FV0400-001,https://www.nike.com/t/lebron-witness-8-x-faze-clan-basketball-shoes-fSSfm4/FV0400-001
207,LeBron Witness 7 (Team),Women,7,93.97,110.0,Nike,DZ3299-002,https://www.nike.com/t/lebron-witness-7-team-basketball-shoes-vHcv2n/DZ3299-002
208,Nike Blazer Mid '77 Vintage,Women,4,82.97,110.0,Nike,DV7006-200,https://www.nike.com/t/blazer-mid-77-vintage-womens-shoes-twCzCf/DV7006-200
209,Nike Quest 5,Women,2,63.97,85.0,Nike,DD9291-600,https://www.nike.com/t/quest-5-womens-road-running-shoes-LwDvlv/DD9291-600
210,Run Star Hike Platform,Women,2,110.0,110.0,Nike,166800C-001,https://www.nike.com/t/run-star-hike-platform-unisex-shoes-WFMhT5/166800C-001
211,Nike Air Max Pulse,Women,4,112.97,150.0,Nike,FD6409-003,https://www.nike.com/t/air-max-pulse-womens-shoes-TLnkLm/FD6409-003
212,Sabrina 1 By You,Women,1,160.0,160.0,Nike,FJ4036-900,https://www.nike.com/u/custom-sabrina-1-by-you-10001747/2134461957
213,Nike Air Max INTRLK,Women,7,110.0,110.0,Nike,DQ2904-002,https://www.nike.com/t/air-max-intrlk-womens-shoes-wRwftK/DQ2904-002
214,Nike SB Zoom Blazer Low Pro GT,Women,2,85.0,85.0,Nike,DC7695-100,https://www.nike.com/t/sb-zoom-blazer-low-pro-gt-skate-shoes-lzbVB5/DC7695-100
215,Nike Inflict SE,Women,1,115.0,115.0,Nike,DJ4471-121,https://www.nike.com/t/iict-se-wrestling-shoes-7RR1vp/DJ4471-121
216,Nike SB Bruin High ISO,Women,1,62.97,90.0,Nike,DV5472-001,https://www.nike.com/t/sb-bruin-high-iso-skate-shoes-6195d3/DV5472-001
217,Freak 5,Women,9,140.0,140.0,Nike,DX4985-003,https://www.nike.com/t/freak-5-basketball-shoes-jZzrx4/DX4985-003
218,Nike Air Force 1 Low x Premium Goods,Women,2,150.0,150.0,Nike,DV2957-001,https://www.nike.com/t/air-force-1-low-x-premium-goods-womens-shoes-pShMNj/DV2957-001
219,Nike Streakfly,Women,9,111.97,160.0,Nike,FN3435-148,https://www.nike.com/t/streakfly-mens-road-racing-shoes-8rTxtR/FN3435-148
220,Nike Air Force 1 Fontanka,Women,2,80.97,115.0,Nike,DR7880-001,https://www.nike.com/t/air-force-1-fontanka-womens-shoes-cWbdwn/DR7880-001
221,Nike BRSB,Women,3,76.97,90.0,Nike,DH9227-101,https://www.nike.com/t/brsb-skate-shoes-4zkJzG/DH9227-101
222,Nike Cortez Unlocked By You,Women,6,130.0,130.0,Nike,FJ8890-905,https://www.nike.com/u/custom-cortez-unlocked-by-you-10001612/5568752196
223,Nike ACG Mountain Fly 2 Low,Women,5,150.0,150.0,Nike,DV7903-003,https://www.nike.com/t/acg-mountain-fly-2-low-mens-shoes-kl94gN/DV7903-003
224,Nike Experience Run 11,Women,4,63.97,75.0,Nike,DD9283-011,https://www.nike.com/t/experience-run-11-womens-road-running-shoes-Rs09t9/DD9283-011
225,Nike Air Max 1 '87,Women,5,90.97,150.0,Nike,,https://www.nike.com/t/air-max-1-87-womens-shoes-pCK28L/DV3887-400
226,Nike Alpha Huarache 8 Pro Turf,Women,1,68.97,80.0,Nike,CZ6559-110,https://www.nike.com/t/alpha-huarache-8-pro-turf-lacrosse-shoes-dRQR22/CZ6559-110
227,Nike Air Adjust Force 2023,Women,2,93.97,170.0,Nike,DV7409-100,https://www.nike.com/t/air-adjust-force-2023-womens-shoes-cHnLdK/DV7409-100
228,Air Jordan 1 Elevate High SE,Women,2,131.97,155.0,Nike,FB9894-001,https://www.nike.com/t/air-jordan-1-elevate-high-se-womens-shoes-h12kSk/FB9894-001
229,"Air Jordan 2 ""Mauve""",Women,1,175.0,175.0,Nike,DX4400-005,https://www.nike.com/t/air-jordan-2-mauve-womens-shoes-0zLC4d/DX4400-005
230,Nike Huarache 9 Varsity LAX,Women,2,90.0,90.0,Nike,FD0090-101,https://www.nike.com/t/huarache-9-varsity-lax-lacrosse-cleats-Z0tsjC/FD0090-101
231,Nike HyperSpeed Court,Women,4,90.0,90.0,Nike,CI2964-610,https://www.nike.com/t/hyperspeed-court-volleyball-shoes-vJLCz9/CI2964-610
232,Nike Dunk Low Premium,Women,1,125.0,125.0,Nike,,https://www.nike.com/launch/r/FB7910-600
233,NikeCourt Air Zoom Vapor Pro 2,Women,6,97.97,130.0,Nike,DR6192-104,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-womens-hard-court-tennis-shoes-wL61HV/DR6192-104
234,Nike Killshot 2 Leather,Women,7,90.0,90.0,Nike,432997-111,https://www.nike.com/t/killshot-2-leather-mens-shoe-zrq1wk/432997-111
235,Nike SB Zoom Blazer Mid Premium Plus,Women,1,73.97,105.0,Nike,DV5468-300,https://www.nike.com/t/sb-zoom-blazer-mid-premium-plus-skate-shoes-XPRhK7/DV5468-300
236,Nike Winflo 9,Women,2,65.97,100.0,Nike,DR9831-001,https://www.nike.com/t/wio-9-womens-road-running-shoes-0MS1bT/DD8686-104
237,Nike Spark,Women,3,85.97,135.0,Nike,DJ6945-200,https://www.nike.com/t/spark-womens-shoes-w4WdlF/DJ6945-200
238,KD15,Women,4,150.0,150.0,Nike,DC1975-001,https://www.nike.com/t/kd15-basketball-shoes-10P3rj/DC1975-001
239,Tatum 1 Team Bank,Women,3,102.97,120.0,Nike,FB2863-600,https://www.nike.com/t/tatum-1-team-bank-basketball-shoes-fmgwMn/FB2863-600
240,Nike Air Max Pre-Day SE,Women,3,72.97,145.0,Nike,DZ4874-300,https://www.nike.com/t/air-max-pre-day-se-womens-shoes-TNgd9M/DX2312-200
241,Nike Savaleos,Women,1,125.0,125.0,Nike,CV5708-010,https://www.nike.com/t/savaleos-weightlifting-shoes-zvPDl7/CV5708-010
242,Nike Legend Essential 2 Premium,Women,1,65.0,65.0,Nike,CZ3668-017,https://www.nike.com/t/legend-essential-2-premium-womens-training-shoes-pvvmXq/CZ3668-017
243,Nike Ryz 365 2,Women,3,76.97,90.0,Nike,CU4874-600,https://www.nike.com/t/ryz-365-2-womens-shoes-LkNlGp/CU4874-600
244,Chuck Taylor All Star Lift Platform Canvas,Women,1,70.0,70.0,Nike,560251F-102,https://www.nike.com/t/chuck-taylor-all-star-lift-platform-canvas-womens-shoes-W0j30X/560251F-102
245,Nike Pegasus FlyEase By You,Women,6,160.0,160.0,Nike,DO7436-900,https://www.nike.com/u/custom-nike-air-zoom-pegasus-flyease-by-you-10001267/4058737400
246,Nike G.T. Cut 2,Women,4,127.97,170.0,Nike,FQ8706-300,https://www.nike.com/t/gt-cut-2-womens-basketball-shoes-DGHHnK/FQ8706-300
247,Nike Air Alpha Force 88 x Billie,Women,2,130.0,130.0,Nike,DZ6763-102,https://www.nike.com/t/air-alpha-force-88-x-billie-mens-shoes-mhwz7C/DZ6763-102
248,Nike SB React Leo Premium,Women,1,75.97,100.0,Nike,FD0268-100,https://www.nike.com/t/sb-react-leo-premium-skate-shoes-CsZRB2/FD0268-100
249,Nike Zoom Mamba 6,Women,4,120.0,120.0,Nike,DR2733-400,https://www.nike.com/t/zoom-mamba-6-track-field-distance-spikes-lrzr1g/DR2733-400
250,Nike Impact 4,Women,5,65.97,90.0,Nike,DM1124-002,https://www.nike.com/t/impact-4-basketball-shoes-nmn08j/DM1124-101
251,Nike Air Force 1 Low By You,Women,6,135.0,135.0,Nike,DZ3638-900,https://www.nike.com/u/custom-nike-air-force-1-low-by-you-10001370/3334887525
252,Cosmic Unity 3,Women,1,127.97,170.0,Nike,FV3526-600,https://www.nike.com/t/cosmic-unity-3-womens-basketball-shoes-7lZ9Zp/FV3526-600
253,Nike Air Force 1 Sculpt,Women,3,89.97,140.0,Nike,DC3590-105,https://www.nike.com/t/air-force-1-sculpt-womens-shoes-GKwftK/DC3590-105
254,Sabrina 1 (Team),Women,4,97.97,130.0,Nike,FQ3391-010,https://www.nike.com/t/sabrina-1-team-basketball-shoes-bVkR71/FQ3391-010
255,Nike Rival Jump,Women,3,75.0,75.0,Nike,DR2756-400,https://www.nike.com/t/rival-jump-track-field-jumping-spikes-QnT6b5/DR2756-400
256,Nike Offcourt Duo,Women,2,38.97,45.0,Nike,DC0496-100,https://www.nike.com/t/offcourt-duo-womens-slides-X0HQzh/DC0496-100
257,Nike Air Penny 2,Women,1,90.97,180.0,Nike,DV1163-100,https://www.nike.com/t/air-penny-2-womens-shoes-b5s86k/DV1163-100
258,Sabrina 1 By Sabrina,Women,1,160.0,160.0,Nike,FJ4036-900,https://www.nike.com/u/custom-sabrina-1-by-you-10001595/6083864818
259,Nike Air Max Bolt,Women,4,80.97,95.0,Nike,CU4152-101,https://www.nike.com/t/air-max-bolt-womens-shoes-WSLhlr/CU4152-101
260,ISPA Mindbody,Women,3,180.0,180.0,Nike,DH7546-101,https://www.nike.com/t/ispa-mindbody-mens-shoes-Q6K7Z3/DH7546-101
261,Giannis Immortality,Women,2,59.97,85.0,Nike,CZ4099-400,https://www.nike.com/t/giannis-immortality-basketball-shoes-p9QlJF/CZ4099-400
262,Nike Legend Essential 2,Women,7,65.0,65.0,Nike,CQ9545-556,https://www.nike.com/t/legend-essential-2-womens-workout-shoes-LnSrgb/CQ9545-556
263,Jordan Sophia,Women,3,85.0,85.0,Nike,DO8863-660,https://www.nike.com/t/jordan-sophia-womens-slides-bW5vFq/DO8863-660
264,Nike ACG Lowcate,Women,2,115.0,115.0,Nike,DM8019-005,https://www.nike.com/t/acg-lowcate-shoes-7Px0Lq/DM8019-005
265,Nike On Deck,Women,2,25.97,30.0,Nike,CU3959-004,https://www.nike.com/t/on-deck-womens-slides-cB99q2/CU3959-004
266,Nike Escape Run 2,Women,1,77.97,100.0,Nike,DJ9976-100,https://www.nike.com/t/escape-run-2-womens-road-running-shoes-plWCML/DJ9976-100
267,Nike Downshifter 12,Women,8,56.97,75.0,Nike,DD9294-104,https://www.nike.com/t/downshifter-12-womens-road-running-shoes-ZJlqCr/DD9294-104
268,Nike Air Max Flyknit Racer,Women,3,89.97,160.0,Nike,DM9073-700,https://www.nike.com/t/air-max-flyknit-racer-womens-shoes-m3w0cV/DM9073-700
269,Nike Cosmic Unity 2,Women,5,104.97,160.0,Nike,DH1537-002,https://www.nike.com/t/cosmic-unity-2-basketball-shoes-L53XJP/DH1537-002
270,Nike DBreak Premium,Women,1,96.97,125.0,Nike,DR5377-001,https://www.nike.com/t/dbreak-premium-womens-shoes-61jl9b/DR5377-001
271,Nike Air Zoom LJ Elite,Women,1,160.0,160.0,Nike,CT0079-101,https://www.nike.com/t/air-zoom-lj-elite-track-field-jumping-spikes-pSDffB/CT0079-101
272,Nike Dunk High Unlocked By You,Women,6,165.0,165.0,Nike,FZ4655-900,https://www.nike.com/u/custom-dunk-high-unlocked-by-you-10001683/2757282914
273,Nike Air Force 1 Sculpt Unlocked By You,Women,5,180.0,180.0,Nike,FJ8902-900,https://www.nike.com/u/custom-air-force-1-high-sculpt-by-you-10001718/8307445810
274,KD16 (Team),Women,5,136.97,160.0,Nike,DZ2927-400,https://www.nike.com/t/kd16-team-basketball-shoes-G1DGGs/DZ2927-400
275,NikeCourt Air Zoom Vapor 11,Women,5,127.97,170.0,Nike,DR6965-300,https://www.nike.com/t/nikecourt-air-zoom-vapor-11-womens-hard-court-tennis-shoes-jFxzWK/DR6965-300
276,"Air Jordan 6 GORE-TEX ""Brown Kelp""",Women,1,250.0,250.0,Nike,FD1643-300,https://www.nike.com/t/air-jordan-6-gore-tex-brown-kelp-womens-shoes-t34CXZ/FD1643-300
277,Nike ACG Watercat+,Women,3,125.0,125.0,Nike,CZ0931-003,https://www.nike.com/t/acg-watercat-shoes-cfGgT2/CZ0931-003
278,Nike Air Max Impact 4,Women,1,90.0,90.0,Nike,FV1699-801,https://www.nike.com/t/air-max-impact-4-womens-basketball-shoes-N46Z3p/FV1699-801
279,Air Jordan 5 x A Ma Maniére,Women,1,225.0,225.0,Nike,FZ5758-004,https://www.nike.com/t/air-jordan-5-x-a-ma-mani%C3%A9re-womens-shoes-CHfnZp/FZ5758-004
280,Nike Zoom Vomero 5 Premium,Women,1,160.0,160.0,Nike,,https://www.nike.com/launch/r/FN6833-657
281,Nike Hyperdiamond 4 Elite,Women,6,95.0,95.0,Nike,CZ5917-600,https://www.nike.com/t/hyperdiamond-4-elite-womens-softball-cleats-pPwLtg/CZ5917-600
282,Nike Rival Multi,Women,4,75.0,75.0,Nike,DC8749-101,https://www.nike.com/t/rival-multi-track-field-multi-event-spikes-zvKnKl/DC8749-101
283,Nike Fury,Women,5,76.97,90.0,Nike,AO2416-101,https://www.nike.com/t/fury-wrestling-shoes-jjSRvT/AO2416-101
284,Nike Air Zoom HyperAce 2 SE,Women,2,106.97,125.0,Nike,DM8199-064,https://www.nike.com/t/air-zoom-hyperace-2-se-volleyball-shoes-qvGKBC/DM8199-064
285,Nike Space Hippie 04,Women,2,94.97,135.0,Nike,DA2725-301,https://www.nike.com/t/space-hippie-04-womens-shoes-PQFcRc/DA2725-301
286,Luka 2 Team Bank,Women,3,130.0,130.0,Nike,FN7400-140,https://www.nike.com/t/luka-2-team-bank-basketball-shoes-qvvhqz/FN7400-140
287,Converse Chuck Taylor All Star High Top,Women,3,65.0,65.0,Nike,M9622-410,https://www.nike.com/t/converse-chuck-taylor-all-star-high-top-unisex-shoe-xX439O/M9622-410
288,Nike SB Zoom Pogo Plus Premium,Women,6,85.97,95.0,Nike,DX6915-300,https://www.nike.com/t/sb-zoom-pogo-plus-premium-skate-shoes-GxMsNp/DX6915-300
289,Nike Dunk Low Unlocked By You,Women,1,160.0,160.0,Nike,FJ2253-901,https://www.nike.com/u/nike-dunk-low-unlocked-by-you-10001638/5729010199
290,Nike Cortez TXT,Women,1,90.0,90.0,Nike,DZ2795-001,https://www.nike.com/t/cortez-txt-womens-shoes-HWhChb/DZ2795-001
291,Nike Air Max 2017,Women,1,190.0,190.0,Nike,849560-001,https://www.nike.com/t/air-max-2017-womens-shoes-bRExK1/849560-001
292,Nike Cortez TXT,Women,3,90.0,90.0,Nike,DZ2795-700,https://www.nike.com/t/cortez-txt-womens-shoes-6Q4TgR/DZ2795-700
293,Nike SB Bruin High,Women,5,64.97,90.0,Nike,DR0126-600,https://www.nike.com/t/sb-bruin-high-skate-shoes-xQlc5C/DR0126-600
294,Nike ISPA Sense Flyknit,Women,3,150.97,200.0,Nike,CW3203-600,https://www.nike.com/t/ispa-sense-flyknit-mens-shoes-dHZKmh/CW3203-600
295,NikeCourt Air Zoom GP Turbo Naomi Osaka Premium,Women,1,127.97,150.0,Nike,FN5714-001,https://www.nike.com/t/nikecourt-air-zoom-gp-turbo-naomi-osaka-premium-womens-hard-court-tennis-shoes-FqSKTW/FN5714-001
296,Nike Spark Flyknit,Women,1,92.97,185.0,Nike,DD1901-600,https://www.nike.com/t/spark-flyknit-mens-shoes-m3gDft/DD1901-600
297,Nike Precision 6,Women,4,68.97,80.0,Nike,DD9535-005,https://www.nike.com/t/precision-6-basketball-shoes-l7zDFB/DD9535-005
298,Jordan Hex Mule SP,Women,6,65.0,65.0,Nike,FD2652-002,https://www.nike.com/t/jordan-hex-mule-sp-womens-shoes-WfKK77/FD2652-002
299,Nike Air Max Solo,Women,6,100.0,100.0,Nike,FN0784-004,https://www.nike.com/t/air-max-solo-womens-shoes-DTkz6b/FN0784-004
300,Nike Air Force 1 '07 Mid,Women,7,88.97,130.0,Nike,DZ5211-100,https://www.nike.com/t/air-force-1-07-mid-womens-shoes-2NP34w/DZ5211-100
301,Nike SuperRep Cycle 2 Next Nature,Women,6,90.97,120.0,Nike,DH3395-102,https://www.nike.com/t/superrep-cycle-2-next-nature-womens-cycling-shoes-cqGbFr/DH3395-102
302,Nike Dunk Low By Kamryn,Women,1,150.0,150.0,Nike,FN0569-900,https://www.nike.com/u/custom-nike-dunk-low-by-you-shoes-10001709/5851778339
303,Nike ACG Mountain Fly Low SE,Women,1,150.0,150.0,Nike,DQ1979-500,https://www.nike.com/t/acg-mountain-fly-low-se-shoes-rN2cSR/DQ1979-500
304,Nike Bella Kai,Women,3,35.0,35.0,Nike,AO3622-002,https://www.nike.com/t/bella-kai-womens-flip-flops-ZzpVrK/AO3622-002
305,KD16 By You,Women,4,190.0,190.0,Nike,FB2390-900,https://www.nike.com/u/custom-nike-kd-16-by-you-10001667/6375549502
306,Nike G.T. Jump 2,Women,3,153.97,180.0,Nike,DJ9431-001,https://www.nike.com/t/gt-jump-2-mens-basketball-shoes-JgT85c/DJ9431-001
307,Nike Zoom HyperAce 2,Women,4,120.0,120.0,Nike,AA0286-106,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-106
308,Nike Dunk High Warped Unlocked By You,Women,6,165.0,165.0,Nike,FJ8900-900,https://www.nike.com/u/custom-dunk-high-unlocked-warped-by-you-10001723/8482873614
309,Nike Air Max Dawn,Women,3,80.97,115.0,Nike,DX5655-500,https://www.nike.com/t/air-max-dawn-womens-shoes-224mWf/DX5655-500
310,Nike Full Force Low,Women,3,71.97,95.0,Nike,FB1362-100,https://www.nike.com/t/full-force-low-mens-shoes-7NgJLT/FB1362-100
311,Nike Dunk Low By Talisha,Women,1,150.0,150.0,Nike,FN0569-900,https://www.nike.com/u/custom-nike-dunk-low-by-you-shoes-10001712/5730672658
312,Nike G.T. Cut 2,Women,5,144.97,170.0,Nike,DJ6015-603,https://www.nike.com/t/gt-cut-2-mens-basketball-shoes-tmfmFl/DJ6015-603
313,Dunk High Warped Unlocked By You Greatest Gift,Women,1,165.0,165.0,Nike,FJ8900-900,https://www.nike.com/u/custom-dunk-high-unlocked-warped-by-you-10001727/9365309007
314,NikeCourt Air Zoom Lite 3,Women,3,56.97,70.0,Nike,DV3279-102,https://www.nike.com/t/nikecourt-air-zoom-lite-3-womens-tennis-shoes-2Qxq8v/DV3279-102
315,Nike Air More Uptempo SE,Women,1,135.97,180.0,Nike,DV7408-100,https://www.nike.com/t/air-more-uptempo-se-womens-shoes-1H3Z82/DV7408-100
316,Nike Alpha Huarache Elite 4 Low (Team),Women,2,95.0,95.0,Nike,DR6851-100,https://www.nike.com/t/alpha-huarache-elite-4-low-team-mens-baseball-cleats-9C4p8L/DR6851-100
317,Nike Blazer Mid '77 Next Nature,Women,1,78.97,105.0,Nike,DQ4124-105,https://www.nike.com/t/blazer-mid-77-next-nature-womens-shoes-qNrQzq/DQ4124-105
318,Nike InfinityRN 4 By You,Women,6,190.0,190.0,Nike,DX5048-600,https://www.nike.com/u/custom-reactx-infinity-rn-4-by-you-10001607/5173399375
319,Nike Air Max 1 '87 Safari,Women,1,150.0,150.0,Nike,FB5059-100,https://www.nike.com/t/air-max-1-87-safari-womens-shoes-wRLPfq/FB5059-100
320,Nike ACG Air Deschutz+ SE,Women,5,85.0,85.0,Nike,DR1020-400,https://www.nike.com/t/acg-air-deschutz-se-shoes-WtcmP1/DR1020-400
321,Nike Dunk Low By You,Women,6,150.0,150.0,Nike,FN0569-900,https://www.nike.com/u/custom-nike-dunk-low-by-you-shoes-10001477/9555870985
322,Nike Dunk Low By Naomi,Women,1,150.0,150.0,Nike,FN0569-900,https://www.nike.com/u/custom-nike-dunk-low-by-you-shoes-10001734/4345941229
323,Kobe 6 Protro,Women,1,190.0,190.0,Nike,,https://www.nike.com/launch/r/FV4921-600
324,Nike Pegasus Trail 4 By You,Women,3,170.0,170.0,Nike,FB5057-900,https://www.nike.com/u/custom-pegasus-trail-4-by-you-10001511/7771910056
325,Nike Court Vision Low,Women,4,80.0,80.0,Nike,CD5434-001,https://www.nike.com/t/court-vision-low-womens-shoes-KPB597/CD5434-001
326,Nike Dunk Low By Emily,Women,1,150.0,150.0,Nike,FN0569-900,https://www.nike.com/u/custom-nike-dunk-low-by-you-shoes-10001707/2568666192
327,Converse Custom Chuck Taylor All Star High Top,Women,1,85.0,85.0,Nike,CU1722-960,https://www.nike.com/u/custom-converse-chuck-taylor-all-star-high-top-10001123/7623600336
328,Nike Pegasus 38,Women,2,75.97,120.0,Nike,CW7358-601,https://www.nike.com/t/pegasus-38-womens-road-running-shoes-gg8GBK/CW7358-601
329,Nike Air VaporMax Moc Roam,Women,2,220.0,220.0,Nike,,https://www.nike.com/launch/r/DZ7273-001
